date,4. close,5. volume
2022-03-25,303.68,22443541.0
2022-03-24,304.1,24484456.0
2022-03-23,299.49,25715377.0
2022-03-22,304.06,27441386.0
2022-03-21,299.16,28107855.0
2022-03-18,300.43,42195837.0
2022-03-17,295.22,30816633.0
2022-03-16,294.39,37826329.0
2022-03-15,287.15,34245085.0
2022-03-14,276.44,30660747.0
2022-03-11,280.07,27209330.0
2022-03-10,285.59,30628012.0
2022-03-09,288.5,35204480.0
2022-03-08,275.85,48159475.0
2022-03-07,278.91,43157178.0
2022-03-04,289.86,32369655.0
2022-03-03,295.92,27314469.0
2022-03-02,300.19,31873007.0
2022-03-01,294.95,31217778.0
2022-02-28,298.79,34627457.0
2022-02-25,297.31,32546721.0
2022-02-24,294.59,56989686.0
2022-02-23,280.27,37811167.0
2022-02-22,287.72,41569319.0
2022-02-18,287.93,34264008.0
2022-02-17,290.73,32461580.0
2022-02-16,299.5,29982121.0
2022-02-15,300.47,27379488.0
2022-02-14,295.0,36359487.0
2022-02-11,295.04,39175620.0
2022-02-10,302.38,45386199.0
2022-02-09,311.21,31284671.0
2022-02-08,304.56,32421188.0
2022-02-07,300.95,28533286.0
2022-02-04,305.94,35096488.0
2022-02-03,301.25,43729972.0
2022-02-02,313.46,36635989.0
2022-02-01,308.76,40950396.0
2022-01-31,310.98,46444536.0
2022-01-28,308.26,49743698.0
2022-01-27,299.84,53481317.0
2022-01-26,296.71,90428853.0
2022-01-25,288.49,72848638.0
2022-01-24,296.37,86035393.0
2022-01-21,296.03,57984403.0
2022-01-20,301.6,35380675.0
2022-01-19,303.33,45485618.0
2022-01-18,302.65,41717982.0
2022-01-14,310.2,39846414.0
2022-01-13,304.8,45365979.0
2022-01-12,318.27,34372217.0
2022-01-11,314.98,29267314.0
2022-01-10,314.27,44289467.0
2022-01-07,314.04,32720018.0
2022-01-06,313.88,39646148.0
2022-01-05,316.38,40054327.0
2022-01-04,329.01,32674306.0
2022-01-03,334.75,28918013.0
2021-12-31,336.32,17772880.0
2021-12-30,339.32,15994471.0
2021-12-29,341.95,15041956.0
2021-12-28,341.25,15661467.0
2021-12-27,342.45,19947029.0
2021-12-23,334.69,19617848.0
2021-12-22,333.2,24831493.0
2021-12-21,327.29,24740597.0
2021-12-20,319.91,28326532.0
2021-12-17,323.8,47983713.0
2021-12-16,324.9,35034831.0
2021-12-15,334.65,35381122.0
2021-12-14,328.34,44438699.0
2021-12-13,339.4,28899431.0
2021-12-10,342.54,38095694.0
2021-12-09,333.1,22214158.0
2021-12-08,334.97,24760988.0
2021-12-07,334.92,31021936.0
2021-12-06,326.19,30032556.0
2021-12-03,323.01,41779279.0
2021-12-02,329.49,30765980.0
2021-12-01,330.08,33401146.0
2021-11-30,330.59,42885609.0
2021-11-29,336.63,28563481.0
2021-11-26,329.68,24217242.0
2021-11-24,337.91,21661307.0
2021-11-23,337.68,30427563.0
2021-11-22,339.83,31031113.0
2021-11-19,343.11,21963403.0
2021-11-18,341.27,22463533.0
2021-11-17,339.12,19053380.0
2021-11-16,339.51,20886832.0
2021-11-15,336.07,16723009.0
2021-11-12,336.72,23484434.0
2021-11-11,332.43,16849844.0
2021-11-10,330.8,25500938.0
2021-11-09,335.95,19890003.0
2021-11-08,336.99,20897001.0
2021-11-05,336.06,22570098.0
2021-11-04,336.44,23992202.0
2021-11-03,334.0,21500082.0
2021-11-02,333.13,25719044.0
