date,4. close,5. volume
2022-03-25,2833.46,1204457.0
2022-03-24,2831.44,1319828.0
2022-03-23,2765.51,1257670.0
2022-03-22,2797.36,1739455.0
2022-03-21,2722.03,1327701.0
2022-03-18,2722.51,2203619.0
2022-03-17,2676.78,1413196.0
2022-03-16,2665.61,1778849.0
2022-03-15,2583.96,1545976.0
2022-03-14,2519.02,1940563.0
2022-03-11,2597.41,1576322.0
2022-03-10,2648.59,1355070.0
2022-03-09,2668.4,1851270.0
2022-03-08,2542.09,2021355.0
2022-03-07,2527.57,2255647.0
2022-03-04,2638.13,1522532.0
2022-03-03,2677.99,1230162.0
2022-03-02,2691.43,1175990.0
2022-03-01,2681.23,1324768.0
2022-02-28,2701.14,1943221.0
2022-02-25,2689.19,1820299.0
2022-02-24,2653.82,2722754.0
2022-02-23,2551.76,1639301.0
2022-02-22,2596.27,2223099.0
2022-02-18,2608.06,2280972.0
2022-02-17,2650.78,1947475.0
2022-02-16,2754.76,1251065.0
2022-02-15,2732.17,1335563.0
2022-02-14,2710.52,1715054.0
2022-02-11,2685.65,1997917.0
2022-02-10,2772.4,1966533.0
2022-02-09,2831.84,2007194.0
2022-02-08,2787.98,2714180.0
2022-02-07,2784.02,2748665.0
2022-02-04,2865.86,2899911.0
2022-02-03,2861.8,3575861.0
2022-02-02,2960.0,6159961.0
2022-02-01,2752.88,3432182.0
2022-01-31,2706.07,1999300.0
2022-01-28,2667.02,1718074.0
2022-01-27,2580.1,1600939.0
2022-01-26,2584.66,2456475.0
2022-01-25,2538.7,2348028.0
2022-01-24,2616.08,3834712.0
2022-01-21,2607.03,2782571.0
2022-01-20,2666.15,1495357.0
2022-01-19,2702.33,1400853.0
2022-01-18,2719.96,1722349.0
2022-01-14,2789.61,1483064.0
2022-01-13,2771.74,1571830.0
2022-01-12,2828.61,1305602.0
2022-01-11,2794.72,1212802.0
2022-01-10,2773.39,2220406.0
2022-01-07,2740.34,1488028.0
2022-01-06,2754.95,1867371.0
2022-01-05,2755.5,2730914.0
2022-01-04,2887.99,1419972.0
2022-01-03,2899.83,1433947.0
2021-12-31,2897.04,879717.0
2021-12-30,2924.01,784386.0
2021-12-29,2933.1,889373.0
2021-12-28,2933.74,912715.0
2021-12-27,2958.13,799223.0
2021-12-23,2938.33,1319172.0
2021-12-22,2928.3,1316119.0
2021-12-21,2869.45,1437768.0
2021-12-20,2832.14,1359618.0
2021-12-17,2834.5,2550894.0
2021-12-16,2888.9,1682519.0
2021-12-15,2928.82,1818523.0
2021-12-14,2878.14,1922312.0
2021-12-13,2916.53,1353470.0
2021-12-10,2960.03,1223138.0
2021-12-09,2952.77,1163486.0
2021-12-08,2963.73,1213516.0
2021-12-07,2945.39,1612015.0
2021-12-06,2863.1,1530905.0
2021-12-03,2840.03,2061508.0
2021-12-02,2859.32,1459742.0
2021-12-01,2821.03,1702762.0
2021-11-30,2837.95,2103361.0
2021-11-29,2910.61,1629752.0
2021-11-26,2843.66,1523462.0
2021-11-24,2922.4,902007.0
2021-11-23,2915.64,1361558.0
2021-11-22,2926.04,1531460.0
2021-11-19,2978.53,1684969.0
2021-11-18,2996.77,1781411.0
2021-11-17,2960.94,979975.0
2021-11-16,2957.52,945200.0
2021-11-15,2969.04,1175352.0
2021-11-12,2973.56,1084903.0
2021-11-11,2915.33,825874.0
2021-11-10,2917.87,1498490.0
2021-11-09,2978.37,972092.0
2021-11-08,2980.62,1152625.0
2021-11-05,2977.04,1917737.0
2021-11-04,2965.35,1920563.0
2021-11-03,2931.96,1374662.0
2021-11-02,2908.65,1598865.0
