date,4. close,5. volume
2022-03-25,310.48,1129960.0
2022-03-24,303.95,1892144.0
2022-03-23,300.02,1093560.0
2022-03-22,299.92,1613631.0
2022-03-21,299.94,1377537.0
2022-03-18,299.05,3120161.0
2022-03-17,294.92,2107646.0
2022-03-16,291.36,1216991.0
2022-03-15,290.63,1364117.0
2022-03-14,284.85,1265434.0
2022-03-11,281.23,1018951.0
2022-03-10,280.12,1172399.0
2022-03-09,276.53,950207.0
2022-03-08,272.75,1565867.0
2022-03-07,278.42,1942986.0
2022-03-04,281.82,1391523.0
2022-03-03,280.16,1153871.0
2022-03-02,273.8,1626996.0
2022-03-01,271.75,879016.0
2022-02-28,274.96,1560889.0
2022-02-25,275.38,1071838.0
2022-02-24,266.6,1105789.0
2022-02-23,268.3,794742.0
2022-02-22,269.0,1792822.0
2022-02-18,270.81,935316.0
2022-02-17,273.35,870392.0
2022-02-16,275.82,1040060.0
2022-02-15,273.9,934412.0
2022-02-14,270.67,1371859.0
2022-02-11,271.19,1175277.0
2022-02-10,273.53,1595356.0
2022-02-09,278.79,1553353.0
2022-02-08,277.03,1210097.0
2022-02-07,270.2,1334530.0
2022-02-04,265.56,1239034.0
2022-02-03,267.42,1654890.0
2022-02-02,258.46,1310373.0
2022-02-01,256.92,860088.0
2022-01-31,256.72,1586750.0
2022-01-28,258.21,907049.0
2022-01-27,255.1,1261234.0
2022-01-26,246.97,893053.0
2022-01-25,245.63,862394.0
2022-01-24,248.35,1635296.0
2022-01-21,246.62,1206570.0
2022-01-20,251.84,994164.0
2022-01-19,251.15,782362.0
2022-01-18,252.54,930679.0
2022-01-14,256.52,705303.0
2022-01-13,254.75,641407.0
2022-01-12,254.63,652084.0
2022-01-11,254.83,736094.0
2022-01-10,250.72,1526470.0
2022-01-07,249.76,889892.0
2022-01-06,244.61,713309.0
2022-01-05,247.31,1087600.0
2022-01-04,248.0,664321.0
2022-01-03,248.1,643368.0
2021-12-31,248.57,478787.0
2021-12-30,248.9,614723.0
2021-12-29,248.46,677358.0
2021-12-28,246.49,460095.0
2021-12-27,245.34,612876.0
2021-12-23,240.78,639421.0
2021-12-22,236.48,525748.0
2021-12-21,236.09,896535.0
2021-12-20,234.27,1088291.0
2021-12-17,233.09,1661500.0
2021-12-16,232.45,872463.0
2021-12-15,232.29,908154.0
2021-12-14,229.63,955785.0
2021-12-13,230.8,1036595.0
2021-12-10,233.09,934889.0
2021-12-09,230.74,1835258.0
2021-12-08,226.68,1912432.0
2021-12-07,224.57,1471706.0
2021-12-06,224.0,1252328.0
2021-12-03,218.66,1426072.0
2021-12-02,220.41,1092410.0
2021-12-01,215.41,1244235.0
2021-11-30,216.76,1348442.0
2021-11-29,223.27,734575.0
2021-11-26,221.61,504728.0
2021-11-24,226.02,867876.0
2021-11-23,226.45,1007480.0
2021-11-22,222.07,1232854.0
2021-11-19,220.9,1077992.0
2021-11-18,225.44,1367516.0
2021-11-17,223.82,659107.0
2021-11-16,220.61,1679680.0
2021-11-15,221.93,960673.0
2021-11-12,224.83,646964.0
2021-11-11,222.86,647050.0
2021-11-10,219.64,727061.0
2021-11-09,219.46,1069066.0
2021-11-08,220.23,831906.0
2021-11-05,221.69,954267.0
2021-11-04,223.09,934260.0
2021-11-03,224.23,1317604.0
2021-11-02,218.93,1887759.0
