date,4. close,5. volume
2022-03-25,243.58,1323635.0
2022-03-24,242.1,1120725.0
2022-03-23,238.5,1530331.0
2022-03-22,243.53,1561607.0
2022-03-21,243.51,1488605.0
2022-03-18,241.16,3416262.0
2022-03-17,242.39,2136668.0
2022-03-16,237.5,1536134.0
2022-03-15,233.08,1683942.0
2022-03-14,226.2,1984020.0
2022-03-11,226.86,1757134.0
2022-03-10,229.46,2156162.0
2022-03-09,231.26,1298146.0
2022-03-08,229.1,1816094.0
2022-03-07,237.85,1733902.0
2022-03-04,241.63,1345698.0
2022-03-03,237.81,1285682.0
2022-03-02,240.51,1462284.0
2022-03-01,237.1,1546339.0
2022-02-28,237.78,3367876.0
2022-02-25,232.84,1863584.0
2022-02-24,224.43,3009939.0
2022-02-23,225.09,1596053.0
2022-02-22,227.73,1577854.0
2022-02-18,228.65,1339848.0
2022-02-17,227.11,1222774.0
2022-02-16,229.0,1241906.0
2022-02-15,228.41,1683433.0
2022-02-14,225.24,1471985.0
2022-02-11,227.5,1215475.0
2022-02-10,230.27,1358090.0
2022-02-09,232.38,1112649.0
2022-02-08,231.77,1613889.0
2022-02-07,224.48,1473260.0
2022-02-04,221.37,2036919.0
2022-02-03,217.56,3029446.0
2022-02-02,230.02,2044194.0
2022-02-01,225.91,2318881.0
2022-01-31,230.46,2622249.0
2022-01-28,233.45,2682816.0
2022-01-27,227.43,2338795.0
2022-01-26,234.02,1762039.0
2022-01-25,234.74,1557825.0
2022-01-24,236.42,1980327.0
2022-01-21,236.25,1781994.0
2022-01-20,240.39,1429163.0
2022-01-19,238.8,1447751.0
2022-01-18,239.98,1440861.0
2022-01-14,242.17,1327775.0
2022-01-13,240.55,1138997.0
2022-01-12,238.78,1352586.0
2022-01-11,240.14,1885257.0
2022-01-10,233.69,1675124.0
2022-01-07,233.18,2049761.0
2022-01-06,227.54,2258394.0
2022-01-05,236.52,1559279.0
2022-01-04,233.3,1614073.0
2022-01-03,234.2,1434455.0
2021-12-31,229.63,921681.0
2021-12-30,230.75,768321.0
2021-12-29,231.65,821398.0
2021-12-28,230.54,864784.0
2021-12-27,227.86,932555.0
2021-12-23,225.89,1286149.0
2021-12-22,222.33,1539793.0
2021-12-21,220.24,1570625.0
2021-12-20,217.0,1843659.0
2021-12-17,219.62,4056769.0
2021-12-16,218.67,2063688.0
2021-12-15,217.46,2513865.0
2021-12-14,216.62,2605474.0
2021-12-13,215.15,1857717.0
2021-12-10,214.94,2176635.0
2021-12-09,211.3,1518824.0
2021-12-08,208.31,1462558.0
2021-12-07,207.97,2028212.0
2021-12-06,206.59,1844567.0
2021-12-03,199.86,2363907.0
2021-12-02,197.79,2226614.0
2021-12-01,194.72,2785920.0
2021-11-30,191.9,3545778.0
2021-11-29,199.61,3474766.0
2021-11-26,202.03,1899314.0
2021-11-24,210.58,1738664.0
2021-11-23,213.24,2441905.0
2021-11-22,211.55,2005731.0
2021-11-19,210.51,2981403.0
2021-11-18,218.75,1918858.0
2021-11-17,216.98,1452554.0
2021-11-16,217.76,1701365.0
2021-11-15,215.53,1551063.0
2021-11-12,217.73,1447625.0
2021-11-11,217.7,1134122.0
2021-11-10,217.84,2420682.0
2021-11-09,216.2,1968962.0
2021-11-08,218.16,1976537.0
2021-11-05,214.12,2521832.0
2021-11-04,213.16,3722267.0
2021-11-03,218.25,2927951.0
2021-11-02,214.71,1705139.0
